Type1,fileid
Electric,resize_ThundurusTherian Forme-25.jpg
Ghost,resize_Gastly-19.jpg
Grass,resize_Pansage-12.jpg
Bug,resize_Forretress-2.png
Grass,resize_Skiddo-10.png
Normal,resize_Loudred-17.jpg
Grass,resize_Nuzleaf-14.png
Ghost,resize_Gengar-21.jpg
Dark,resize_Umbreon-12.png
Dark,resize_Murkrow-7.png
Normal,resize_Delcatty-15.jpg
Normal,resize_Chatot-4.png
Ice,resize_Piloswine-5.png
Psychic,resize_Gardevoir-32.jpg
Water,resize_Crawdaunt-16.png
Ghost,resize_Dusclops-27.png
Poison,resize_Nidorina-6.png
Bug,resize_Galvantula-6.png
Fire,resize_Volcanion-33.jpg
Normal,resize_Wigglytuff-31.png
Water,resize_Lapras-28.jpg
Grass,resize_Sunkern-10.png
Bug,resize_Metapod-27.png
Rock,resize_Rampardos-31.jpg
Water,resize_KeldeoResolute Forme-8.png
Bug,resize_Wurmple-14.jpg
Bug,resize_Pineco-25.png
Grass,resize_Ferrothorn-2.png
Rock,resize_Larvitar-12.png
Fire,resize_Pansear-19.png
Ice,resize_Vanillish-20.png
Bug,resize_BeedrillMega Beedrill-20.png
Rock,resize_DiancieMega Diancie-2.jpg
Dragon,resize_Garchomp-28.jpg
Grass,resize_Bellossom-30.gif
Electric,resize_Flaaffy-17.png
Electric,resize_ThundurusIncarnate Forme-0.jpg
Rock,resize_Carbink-15.png
Electric,resize_Electivire-13.jpg
Rock,resize_Cranidos-26.jpg
Normal,resize_Happiny-12.jpg
Electric,resize_Helioptile-18.png
Bug,resize_Ledyba-34.jpg
Fire,resize_CharizardMega Charizard Y-23.png
Steel,resize_Lairon-13.png
Rock,resize_Rampardos-25.jpg
Grass,resize_Bulbasaur-3.jpg
Grass,resize_Sceptile-22.png
Dark,resize_Zweilous-14.jpg
Normal,resize_Ursaring-1.jpg
Ghost,resize_Dusclops-33.png
Bug,resize_Paras-16.jpg
Normal,resize_Wigglytuff-25.png
Water,resize_Tentacruel-13.jpg
Normal,resize_Zangoose-22.jpg
Fire,resize_Volcanion-27.jpg
Normal,resize_Miltank-6.png
Grass,resize_Torterra-22.png
Grass,resize_Chespin-29.png
Water,resize_Psyduck-7.png
Psychic,resize_HoopaHoopa Confined-15.png
Ground,resize_Dugtrio-2.jpg
Normal,resize_Slakoth-21.png
Flying,resize_TornadusIncarnate Forme-25.png
Bug,resize_Karrablast-15.jpg
Psychic,resize_Mime Jr.-9.png
Flying,resize_TornadusIncarnate Forme-8.jpg
Dark,resize_Scraggy-29.jpg
Normal,resize_Watchog-33.png
Bug,resize_Yanmega-16.jpg
Steel,resize_MawileMega Mawile-10.jpg
Ground,resize_LandorusIncarnate Forme-21.png
Poison,resize_Skrelp-3.png
Water,resize_Shellos-13.png
Normal,resize_Spearow-4.jpg
Normal,resize_Delcatty-29.jpg
Electric,resize_Luxray-20.png
Electric,resize_Emolga-17.png
Dragon,resize_Gible-31.gif
Water,resize_Squirtle-10.jpg
Dragon,resize_Bagon-25.png
Dark,resize_Sneasel-21.jpg
Water,resize_SlowbroMega Slowbro-20.jpg
Dragon,resize_Garchomp-14.jpg
Normal,resize_Blissey-33.png
Rock,resize_Terrakion-9.png
Electric,resize_Helioptile-30.png
Psychic,resize_MewtwoMega Mewtwo X-0.jpg
Fire,resize_Simisear-17.png
Water,resize_Golduck-9.png
Psychic,resize_HoopaHoopa Confined-5.jpg
Poison,resize_Skuntank-33.jpg
Normal,resize_Blissey-27.png
Electric,resize_Helioptile-24.png
Water,resize_Croconaw-21.png
Poison,resize_Skuntank-27.jpg
Ground,resize_GroudonPrimal Groudon-4.png
Ground,resize_Vibrava-8.jpg
Fire,resize_Pansear-31.png
Electric,resize_Luxray-34.png
Electric,resize_Electrode-6.jpg
Dragon,resize_Bagon-31.png
Rock,resize_Carbink-29.png
Fairy,resize_Floette-7.png
Psychic,resize_Munna-22.png
Ground,resize_Vibrava-18.png
Water,resize_Floatzel-21.jpg
Normal,resize_Bidoof-3.jpg
Psychic,resize_HoopaHoopa Confined-29.png
Poison,resize_Weezing-0.png
Normal,resize_Vigoroth-13.png
Fire,resize_Delphox-17.png
Flying,resize_TornadusIncarnate Forme-31.png
Water,resize_Vaporeon-22.jpg
Normal,resize_Wigglytuff-19.png
Normal,resize_Pidgeot-4.jpg
Grass,resize_Tangrowth-10.png
Dark,resize_Mightyena-24.png
Dragon,resize_Dragonair-27.jpg
Rock,resize_Amaura-16.png
Water,resize_Relicanth-34.jpg
Ground,resize_Dugtrio-20.png
Ground,resize_GroudonPrimal Groudon-26.jpg
Ice,resize_Spheal-17.png
Poison,resize_Toxicroak-8.jpg
Normal,resize_Porygon-31.gif
Water,resize_Corsola-16.png
Poison,resize_Swalot-31.jpg
Water,resize_Frogadier-32.png
Normal,resize_Whismur-14.jpg
Ground,resize_Gliscor-2.png
Poison,resize_Seviper-16.jpg
Water,resize_Tentacruel-9.png
Normal,resize_Doduo-32.gif
Normal,resize_Miltank-31.gif
Normal,resize_AudinoMega Audino-15.jpg
Ground,resize_Baltoy-32.png
Fire,resize_Ponyta-25.png
Fire,resize_Torkoal-34.jpg
Normal,resize_Linoone-10.png
Ghost,resize_Drifloon-9.png
Fire,resize_Ponyta-3.jpg
Fire,resize_Magmortar-32.png
Normal,resize_Jigglypuff-4.jpg
Bug,resize_Surskit-4.png
Dark,resize_Vullaby-7.png
Psychic,resize_Mime Jr.-19.jpg
Electric,resize_Zapdos-15.png
Bug,resize_PinsirMega Pinsir-21.png
Fire,resize_Magmortar-26.png
Fire,resize_Fennekin-16.png
Normal,resize_Arceus-15.png
Poison,resize_Skorupi-13.png
Water,resize_Frogadier-26.png
Bug,resize_Dustox-1.png
Psychic,resize_Cresselia-4.png
Steel,resize_MawileMega Mawile-3.png
Ghost,resize_GiratinaAltered Forme-8.png
Electric,resize_Electabuzz-4.png
Ground,resize_GroudonPrimal Groudon-32.jpg
Ground,resize_Rhydon-2.gif
Poison,resize_Nidoking-12.png
Psychic,resize_Cresselia-12.jpg
Water,resize_BlastoiseMega Blastoise-29.jpg
Water,resize_Simipour-31.jpg
Grass,resize_Turtwig-10.jpg
Water,resize_Swampert-0.png
Electric,resize_Tynamo-23.png
Normal,resize_Lickitung-13.png
Electric,resize_Magneton-21.png
Dragon,resize_Dragonair-33.jpg
Grass,resize_Ivysaur-15.png
Dragon,resize_Fraxure-2.png
Electric,resize_RotomMow Rotom-23.png
Electric,resize_ThundurusIncarnate Forme-14.png
Bug,resize_Surskit-17.jpg
Grass,resize_Sceptile-0.png
Psychic,resize_MeowsticFemale-32.jpg
Water,resize_Carracosta-14.png
Fighting,resize_Mankey-0.jpg
Water,resize_Pelipper-27.jpg
Ground,resize_Golett-34.png
Fairy,resize_Swirlix-34.jpg
Normal,resize_Minccino-8.png
Dragon,resize_Salamence-30.png
Bug,resize_Leavanny-3.png
Normal,resize_Fletchling-3.png
Steel,resize_Bronzong-26.png
Ice,resize_Smoochum-0.png
Water,resize_Staryu-27.png
Dark,resize_Poochyena-3.jpg
Normal,resize_Herdier-16.png
Grass,resize_Ferrothorn-12.jpg
Ground,resize_Marowak-6.png
Steel,resize_Bronzong-32.png
Water,resize_Staryu-33.png
Psychic,resize_AlakazamMega Alakazam-23.png
Rock,resize_Kabutops-7.png
Dragon,resize_Goodra-10.jpg
Water,resize_Pelipper-33.jpg
Electric,resize_Zapdos-29.png
Bug,resize_Escavalier-16.png
Psychic,resize_Mime Jr.-25.jpg
Water,resize_Politoed-10.png
Normal,resize_Dunsparce-14.png
Normal,resize_Arceus-29.png
Psychic,resize_MeowsticFemale-6.png
Psychic,resize_MeowsticFemale-26.jpg
Rock,resize_TyranitarMega Tyranitar-5.png
Grass,resize_Ivysaur-29.png
Water,resize_Clauncher-9.png
Grass,resize_Weepinbell-27.gif
Electric,resize_RotomFan Rotom-7.png
Normal,resize_Persian-12.jpg
Normal,resize_Sentret-23.png
Water,resize_Tirtouga-33.png
Normal,resize_Bunnelby-0.png
Water,resize_SharpedoMega Sharpedo-6.png
Dragon,resize_Latios-21.jpg
Fire,resize_Torkoal-20.png
Fairy,resize_Sylveon-29.gif
Water,resize_Palkia-2.png
Dark,resize_AbsolMega Absol-30.png
Normal,resize_Dunsparce-28.jpg
Fire,resize_Camerupt-26.jpg
Water,resize_Finneon-33.png
Grass,resize_Treecko-34.jpg
Fire,resize_Ho-oh-12.png
Rock,resize_Omanyte-1.gif
Rock,resize_Probopass-7.png
Dragon,resize_Salamence-18.jpg
Normal,resize_Eevee-9.jpg
Fire,resize_Ponyta-31.jpg
Psychic,resize_Abra-23.png
Water,resize_Palkia-27.png
Dark,resize_Purrloin-32.png
Electric,resize_RotomFrost Rotom-13.png
Psychic,resize_Celebi-7.png
Water,resize_Relicanth-20.png
Ground,resize_Dugtrio-34.jpg
Grass,resize_Torterra-3.png
Water,resize_Floatzel-4.png
Bug,resize_Kricketot-5.png
Poison,resize_Nidorino-9.jpg
Water,resize_Carracosta-28.jpg
Grass,resize_Bellsprout-22.jpg
Water,resize_Simipour-25.png
Normal,resize_Glameow-3.png
Ice,resize_Vanillite-9.jpg
Ice,resize_Spheal-9.png
Electric,resize_ThundurusIncarnate Forme-28.jpg
Dragon,resize_Dragonite-21.jpg
Water,resize_Panpour-17.png
Water,resize_Octillery-21.jpg
Ghost,resize_Misdreavus-6.png
Water,resize_Palkia-33.png
Electric,resize_RotomFan Rotom-22.png
Dark,resize_Purrloin-26.png
Normal,resize_Staravia-2.png
Fighting,resize_Throh-6.jpg
Dark,resize_AbsolMega Absol-24.png
Bug,resize_Ledian-20.png
Water,resize_Finneon-27.png
Ghost,resize_GourgeistAverage Size-6.png
Ice,resize_Vanillite-20.jpg
Water,resize_Mantyke-15.png
Fire,resize_DarmanitanStandard Mode-9.jpg
Fire,resize_Magcargo-7.png
Psychic,resize_Beheeyem-9.png
Dragon,resize_GarchompMega Garchomp-32.jpg
Ground,resize_Golett-20.jpg
Bug,resize_Silcoon-21.jpg
Fire,resize_Pignite-9.png
Dragon,resize_Salamence-24.jpg
Ice,resize_Cubchoo-10.jpg
Water,resize_Palpitoad-26.svg
Water,resize_Seadra-4.png
Water,resize_BlastoiseMega Blastoise-15.png
Grass,resize_Victreebel-16.jpg
Normal,resize_Taillow-33.jpg
Bug,resize_Vespiquen-10.jpg
Water,resize_Ludicolo-2.png
Water,resize_Starmie-8.png
Water,resize_SwampertMega Swampert-17.png
Normal,resize_Deerling-10.png
Normal,resize_Taillow-27.jpg
Psychic,resize_Espurr-6.png
Grass,resize_Skiploom-13.png
Dark,resize_Liepard-7.png
Psychic,resize_Reuniclus-21.png
Water,resize_Simipour-19.png
Normal,resize_Starly-33.png
Dragon,resize_Sliggoo-0.png
Dark,resize_AbsolMega Absol-18.png
Rock,resize_TyranitarMega Tyranitar-21.jpg
Grass,resize_Lilligant-2.png
Psychic,resize_Mime Jr.-31.png
Dragon,resize_GarchompMega Garchomp-26.jpg
Fire,resize_Ponyta-19.jpg
Ice,resize_Froslass-13.jpg
Bug,resize_Dwebble-23.jpg
Water,resize_Swanna-32.jpg
Ground,resize_Groudon-10.jpg
Normal,resize_Whismur-28.png
Grass,resize_Exeggutor-0.png
Water,resize_Alomomola-0.png
Psychic,resize_Elgyem-29.jpg
Fire,resize_Rapidash-8.png
Electric,resize_Electrike-30.png
Ground,resize_Vibrava-24.jpg
Bug,resize_BeedrillMega Beedrill-34.jpg
Dark,resize_Inkay-18.png
Grass,resize_Gloom-22.jpg
Psychic,resize_Solosis-28.png
Steel,resize_Klang-0.jpg
Ice,resize_Vanillish-34.jpg
Fire,resize_Flareon-11.png
Fighting,resize_Machoke-10.png
Bug,resize_Pineco-31.jpg
Psychic,resize_Espurr-19.png
Bug,resize_Accelgor-4.png
Steel,resize_Jirachi-22.gif
Poison,resize_Seviper-7.png
Fighting,resize_Hawlucha-1.png
Fairy,resize_Granbull-3.png
Fairy,resize_Aromatisse-22.png
Ground,resize_Hippopotas-24.gif
Psychic,resize_Gardevoir-26.png
Fairy,resize_Floette-19.png
Psychic,resize_Swoobat-29.png
Water,resize_Slowpoke-28.jpg
Grass,resize_Meganium-30.jpg
Normal,resize_KangaskhanMega Kangaskhan-33.png
Grass,resize_Cacnea-4.png
Ice,resize_Beartic-12.jpg
Fire,resize_Combusken-22.jpg
Poison,resize_Muk-11.png
Grass,resize_Meganium-24.jpg
Water,resize_Tentacool-26.png
Fire,resize_Fletchinder-8.jpg
Dark,resize_Scraggy-15.png
Dragon,resize_RayquazaMega Rayquaza-17.jpg
Bug,resize_Karrablast-29.png
Flying,resize_TornadusIncarnate Forme-19.jpg
Dark,resize_Poochyena-32.jpg
Dark,resize_Houndour-0.jpg
Water,resize_Cloyster-15.jpg
Grass,resize_Gogoat-2.jpg
Fairy,resize_Clefairy-2.png
Normal,resize_Kecleon-12.jpg
Bug,resize_Ledyba-20.png
Dragon,resize_Shelgon-21.png
Bug,resize_Joltik-9.jpg
Electric,resize_Electrike-24.png
Dragon,resize_Bagon-19.jpg
Rock,resize_Cranidos-32.png
Grass,resize_Meganium-7.png
Ground,resize_Vibrava-30.jpg
Normal,resize_Ambipom-11.png
Rock,resize_Rampardos-19.png
Normal,resize_Cinccino-12.png
Dark,resize_Zweilous-28.png
Ghost,resize_GiratinaOrigin Forme-0.jpg
Grass,resize_Virizion-22.png
Psychic,resize_Espurr-25.png
Ground,resize_Krookodile-11.png
Ground,resize_Flygon-1.png
Water,resize_Seel-7.png
Psychic,resize_Gothorita-5.png
Normal,resize_Unfezant-12.png
Fairy,resize_Swirlix-9.jpg
Electric,resize_Jolteon-12.jpg
Fairy,resize_Snubbull-3.png
Psychic,resize_Elgyem-15.jpg
Normal,resize_Pidove-20.jpg
Fairy,resize_Aromatisse-8.png
Psychic,resize_Solosis-14.png
Dragon,resize_RayquazaMega Rayquaza-6.jpg
Dark,resize_Inkay-24.png
Psychic,resize_Gothita-9.png
Electric,resize_RotomWash Rotom-13.jpg
Ice,resize_Piloswine-13.png
Steel,resize_Doublade-11.png
Dark,resize_Zorua-34.png
Grass,resize_Ferroseed-1.png
Water,resize_Lapras-9.jpg
Ground,resize_Phanpy-21.gif
Water,resize_Mudkip-8.png
Fairy,resize_Xerneas-20.png
Water,resize_Corsola-7.png
Normal,resize_Watchog-27.jpg
Fire,resize_Talonflame-22.png
Normal,resize_Bibarel-26.png
Fairy,resize_Xerneas-34.png
Fairy,resize_Spritzee-16.png
Fighting,resize_Hitmonchan-12.gif
Electric,resize_Manectric-22.jpg
Psychic,resize_Unown-1.jpg
Normal,resize_Bibarel-32.png
Bug,resize_Kricketune-23.png
Normal,resize_Staraptor-8.png
Fairy,resize_Florges-21.jpg
Fairy,resize_Floette-31.png
Dark,resize_Zorua-20.png
Bug,resize_HeracrossMega Heracross-23.jpg
Steel,resize_Cobalion-0.png
Electric,resize_Electrike-18.png
Dragon,resize_Rayquaza-8.png
Normal,resize_Pidove-34.jpg
Dark,resize_Inkay-30.png
Normal,resize_Bidoof-16.png
Dark,resize_SableyeMega Sableye-6.png
Bug,resize_Ledyba-0.png
Rock,resize_Golem-32.jpg
Bug,resize_Scyther-4.jpg
Dark,resize_Houndoom-0.png
Dark,resize_Hydreigon-29.png
Psychic,resize_Gothorita-22.png
Water,resize_Cloyster-29.jpg
Bug,resize_Wurmple-28.png
Water,resize_Floatzel-34.png
Steel,resize_Cobalion-1.png
Grass,resize_Meganium-19.jpg
Steel,resize_MawileMega Mawile-11.png
Normal,resize_Spearow-5.png
Normal,resize_Staraptor-9.png
Water,resize_Shellos-12.jpg
Bug,resize_Kricketune-22.png
Normal,resize_Bibarel-33.png
Normal,resize_Watchog-32.jpg
Dark,resize_Scraggy-28.png
Fairy,resize_Spritzee-17.png
Water,resize_Golduck-8.jpg
Psychic,resize_Espurr-30.png
Normal,resize_Blissey-32.jpg
Poison,resize_Skuntank-32.png
Bug,resize_Wurmple-29.png
Water,resize_Croconaw-34.jpg
Dark,resize_Houndoom-1.png
Water,resize_Squirtle-11.png
Fire,resize_Pansear-24.jpg
Flying,resize_Noibat-22.gif
Normal,resize_Bidoof-17.png
Bug,resize_Shelmet-9.png
Dragon,resize_Rayquaza-9.png
Water,resize_SlowbroMega Slowbro-21.png
Dark,resize_Sneasel-20.png
Dragon,resize_Bagon-24.jpg
Electric,resize_Electrike-19.png
Ice,resize_Piloswine-12.png
Fire,resize_Tepig-10.gif
Psychic,resize_Gothita-8.png
Rock,resize_Golem-27.jpg
Ground,resize_Vibrava-19.jpg
Dark,resize_Inkay-25.png
Psychic,resize_Munna-23.jpg
Fairy,resize_Aromatisse-9.png
Normal,resize_Pidove-21.jpg
Psychic,resize_Solosis-15.png
Electric,resize_Jolteon-13.jpg
Rock,resize_Carbink-28.jpg
Normal,resize_Unfezant-13.png
Dragon,resize_Bagon-30.jpg
Ground,resize_Flygon-0.png
Psychic,resize_Espurr-24.png
Grass,resize_Virizion-23.png
Steel,resize_Metagross-8.svg
Normal,resize_Blissey-26.jpg
Ground,resize_Vibrava-9.png
Ground,resize_GroudonPrimal Groudon-5.jpg
Dark,resize_Zweilous-29.png
Normal,resize_Bibarel-27.png
Flying,resize_TornadusIncarnate Forme-30.jpg
Fire,resize_Talonflame-23.png
Normal,resize_Slakoth-34.jpg
Water,resize_Vaporeon-23.png
Water,resize_Corsola-6.png
Grass,resize_Chespin-14.jpg
Water,resize_Floatzel-20.png
Water,resize_Lapras-8.jpg
Grass,resize_Ferroseed-0.png
Ghost,resize_GiratinaOrigin Forme-16.gif
Ground,resize_Cubone-5.gif
Psychic,resize_Swoobat-14.png
Poison,resize_Weezing-1.jpg
Steel,resize_Doublade-10.png
Normal,resize_Bidoof-2.png
Dragon,resize_Dratini-7.jpg
Ghost,resize_Dusclops-26.jpg
Normal,resize_Aipom-7.png
Dark,resize_Scraggy-14.png
Normal,resize_Munchlax-1.jpg
Dark,resize_Umbreon-13.jpg
Ghost,resize_Gengar-20.png
Grass,resize_Meganium-25.jpg
Water,resize_Tentacool-27.png
Electric,resize_AmpharosMega Ampharos-25.gif
Ice,resize_Vanillish-21.jpg
Rock,resize_Larvitar-13.jpg
Rock,resize_DiancieMega Diancie-3.png
Grass,resize_Meganium-6.png
Ground,resize_Vibrava-31.jpg
Bug,resize_BeedrillMega Beedrill-21.jpg
Electric,resize_Electrike-25.png
Rock,resize_Cranidos-33.png
Dragon,resize_Shelgon-20.png
Bug,resize_Ledyba-21.png
Normal,resize_Kecleon-13.jpg
Water,resize_Cloyster-14.jpg
Grass,resize_Weepinbell-2.gif
Rock,resize_Solrock-5.png
Bug,resize_Metapod-32.jpg
Fire,resize_CharizardMega Charizard Y-22.jpg
Bug,resize_Accelgor-5.png
Dragon,resize_Shelgon-34.png
Psychic,resize_Espurr-18.png
Electric,resize_Helioptile-19.jpg
Dark,resize_Zweilous-15.png
Bug,resize_Pineco-30.jpg
Grass,resize_Sceptile-23.jpg
Grass,resize_Roserade-17.jpg
Rock,resize_Rampardos-24.png
Normal,resize_Spearow-16.gif
Electric,resize_ThundurusIncarnate Forme-1.png
Psychic,resize_Solosis-29.png
Grass,resize_Gloom-23.jpg
Dark,resize_Inkay-19.png
Normal,resize_Happiny-13.png
Rock,resize_Cranidos-27.png
Electric,resize_Electrike-31.png
Water,resize_Alomomola-1.png
Electric,resize_Electivire-12.png
Fire,resize_Rapidash-9.png
Grass,resize_Cacnea-5.png
Ice,resize_Beartic-13.jpg
Ghost,resize_Gengar-34.png
Water,resize_Tentacool-33.png
Water,resize_Slowpoke-29.jpg
Ground,resize_Dugtrio-3.png
Dark,resize_Poochyena-27.jpg
Normal,resize_Ursaring-0.png
Fairy,resize_Granbull-2.png
Water,resize_Tentacruel-12.png
Normal,resize_Wigglytuff-24.jpg
Poison,resize_Seviper-6.png
Dragon,resize_Sliggoo-1.png
Water,resize_Simipour-18.png
Bug,resize_Surskit-16.png
Psychic,resize_Reuniclus-20.png
Dark,resize_Liepard-6.png
Electric,resize_ThundurusIncarnate Forme-15.jpg
Normal,resize_Taillow-26.jpg
Steel,resize_Mawile-22.jpg
Water,resize_SwampertMega Swampert-16.png
Water,resize_Tirtouga-26.jpg
Dark,resize_Poochyena-2.png
Normal,resize_Whismur-29.png
Steel,resize_Bronzong-27.jpg
Grass,resize_Ferrothorn-13.png
Normal,resize_Herdier-17.jpg
Water,resize_Swanna-33.jpg
Bug,resize_Dwebble-22.jpg
Ice,resize_Froslass-12.jpg
Water,resize_Mantyke-28.png
Fire,resize_Ponyta-18.jpg
Dragon,resize_GarchompMega Garchomp-27.jpg
Water,resize_Pelipper-26.png
Fighting,resize_Mankey-1.png
Grass,resize_Lilligant-3.png
Rock,resize_TyranitarMega Tyranitar-20.jpg
Fire,resize_Pignite-8.png
Rock,resize_Aerodactyl-33.gif
Dragon,resize_GarchompMega Garchomp-33.jpg
Fairy,resize_Swirlix-21.png
Electric,resize_Zapdos-28.jpg
Water,resize_Pelipper-32.png
Psychic,resize_Beheeyem-8.png
Rock,resize_TyranitarMega Tyranitar-34.jpg
Normal,resize_Azurill-8.gif
Normal,resize_Dunsparce-15.jpg
Water,resize_Politoed-11.jpg
Water,resize_Staryu-32.jpg
Dragon,resize_Goodra-11.png
Rock,resize_Kabutops-6.jpg
Psychic,resize_AlakazamMega Alakazam-22.jpg
Water,resize_Ludicolo-3.png
Normal,resize_Taillow-32.jpg
Bug,resize_Dustox-12.png
Dragon,resize_Latios-20.png
Normal,resize_Sentret-22.jpg
Normal,resize_Starly-26.png
Water,resize_BlastoiseMega Blastoise-14.png
Psychic,resize_Reuniclus-34.png
Water,resize_Octillery-20.jpg
Water,resize_Panpour-16.png
Dragon,resize_Dragonite-20.jpg
Ice,resize_Spheal-16.jpg
Ground,resize_Dugtrio-21.jpg
Ice,resize_Spheal-8.png
Poison,resize_Swalot-30.png
Ice,resize_Vanillite-8.jpg
Water,resize_Corsola-17.jpg
Water,resize_Simipour-24.png
Grass,resize_Tangrowth-11.jpg
Rock,resize_Amaura-17.jpg
Dragon,resize_Dragonair-26.png
Ghost,resize_GourgeistAverage Size-7.png
Water,resize_Finneon-26.png
Normal,resize_Jigglypuff-5.png
Fire,resize_Magmortar-33.jpg
Ghost,resize_Drifloon-8.jpg
Normal,resize_Linoone-11.jpg
Dark,resize_AbsolMega Absol-25.png
Poison,resize_Seviper-17.png
Fighting,resize_Throh-7.jpg
Ice,resize_Regice-16.jpg
Normal,resize_Whismur-15.png
Ghost,resize_Misdreavus-7.png
Water,resize_Tentacruel-8.jpg
Water,resize_Palkia-26.png
Water,resize_Frogadier-27.jpg
Steel,resize_MawileMega Mawile-2.jpg
Fire,resize_Ponyta-30.jpg
Electric,resize_Zapdos-14.jpg
Rock,resize_Probopass-6.png
Fire,resize_Camerupt-27.jpg
Normal,resize_Dunsparce-29.jpg
Fire,resize_Fennekin-17.jpg
Bug,resize_Kricketot-4.png
Ground,resize_Sandile-11.gif
Grass,resize_Turtwig-11.png
Water,resize_Simipour-30.png
Grass,resize_Torterra-2.png
Dragon,resize_Dragonair-32.png
Electric,resize_Magneton-20.jpg
Electric,resize_Tynamo-22.jpg
Normal,resize_Lickitung-12.jpg
Dark,resize_Mightyena-31.jpg
Water,resize_Swampert-1.jpg
Dragon,resize_Dragonite-34.jpg
Psychic,resize_Cresselia-13.png
Normal,resize_Arceus-28.png
Dragon,resize_Salamence-25.png
Psychic,resize_DeoxysNormal Forme-32.gif
Psychic,resize_Mime Jr.-24.jpg
Bug,resize_Escavalier-17.png
Bug,resize_Silcoon-20.png
Ground,resize_Golett-21.png
Fire,resize_DarmanitanStandard Mode-8.png
Water,resize_Swanna-27.png
Fire,resize_Growlithe-4.gif
Fire,resize_Magcargo-6.jpg
Ground,resize_Marowak-7.png
Bug,resize_Weedle-32.gif
Steel,resize_Bronzong-33.png
Poison,resize_Swalot-18.jpg
Normal,resize_Bunnelby-1.png
Water,resize_Tirtouga-32.png
Normal,resize_Persian-13.jpg
Ice,resize_Cubchoo-11.png
Electric,resize_RotomFan Rotom-6.png
Water,resize_Clauncher-8.png
Grass,resize_Ivysaur-28.png
Rock,resize_TyranitarMega Tyranitar-4.png
Psychic,resize_MeowsticFemale-27.jpg
Electric,resize_Electabuzz-13.jpg
Psychic,resize_MeowsticFemale-7.png
Water,resize_Seadra-5.jpg
Dark,resize_Mightyena-19.png
Fire,resize_Litleo-16.png
Grass,resize_Sceptile-1.png
Normal,resize_Starly-32.jpg
Rock,resize_Terrakion-22.png
Water,resize_Lotad-34.gif
Dragon,resize_Latios-34.jpg
Psychic,resize_Espurr-7.jpg
Normal,resize_Deerling-11.jpg
Grass,resize_Exeggutor-1.jpg
Water,resize_Staryu-26.png
Bug,resize_Leavanny-2.png
Dark,resize_AbsolMega Absol-19.jpg
Normal,resize_Fletchling-2.png
Dragon,resize_Salamence-31.png
Normal,resize_Minccino-9.png
Bug,resize_Silcoon-34.png
Ghost,resize_GiratinaAltered Forme-9.png
Psychic,resize_Cresselia-5.png
Bug,resize_Dustox-0.png
Fire,resize_Ho-oh-13.jpg
Water,resize_Finneon-32.jpg
Fire,resize_Magmortar-27.png
Normal,resize_Arceus-14.png
Water,resize_Palkia-3.jpg
Dark,resize_AbsolMega Absol-31.jpg
Fire,resize_Torkoal-21.jpg
Psychic,resize_Abra-22.jpg
Ground,resize_Baltoy-27.png
Normal,resize_Eevee-8.png
Bug,resize_PinsirMega Pinsir-20.png
Dragon,resize_Salamence-19.png
Dragon,resize_Fraxure-3.png
Electric,resize_RotomMow Rotom-22.png
Grass,resize_Ivysaur-14.png
Poison,resize_Nidorino-8.png
Water,resize_BlastoiseMega Blastoise-28.jpg
Psychic,resize_Celebi-6.jpg
Poison,resize_Nidoking-13.png
Electric,resize_RotomFrost Rotom-12.jpg
Water,resize_Octillery-34.png
Ground,resize_GroudonPrimal Groudon-33.jpg
Water,resize_Relicanth-21.jpg
Electric,resize_Electabuzz-5.png
Poison,resize_Toxicroak-9.jpg
Electric,resize_ThundurusIncarnate Forme-29.png
Ground,resize_GroudonPrimal Groudon-27.jpg
Grass,resize_Bellsprout-23.png
Water,resize_Carracosta-29.png
Dark,resize_Mightyena-25.png
Normal,resize_Glameow-2.jpg
Bug,resize_Weedle-2.jpg
Grass,resize_Treecko-21.png
Dark,resize_Vullaby-6.png
Bug,resize_Surskit-5.png
Fire,resize_Camerupt-33.png
Fire,resize_Ponyta-2.jpg
Bug,resize_Ledian-21.jpg
Ground,resize_Baltoy-33.png
Fire,resize_Ponyta-24.png
Water,resize_Mantyke-14.jpg
Bug,resize_PinsirMega Pinsir-34.png
Ice,resize_Vanillite-21.png
Psychic,resize_Spoink-31.gif
Ground,resize_Gliscor-3.png
Normal,resize_Staravia-3.jpg
Electric,resize_RotomFan Rotom-23.jpg
Dark,resize_Purrloin-27.jpg
Water,resize_Palkia-32.jpg
